image,output,flag,username,timestamp
C:\Users\ASUS\MASTER_PROJECT\flagged\image\0811b192363802b8231101d3752d0622e492337b\tmpc1clvqp5.jpg,C:\Users\ASUS\MASTER_PROJECT\flagged\output\tmpix_7rbtx.json,,,2023-07-04 20:53:52.928263
